Symbol,Name,상장연도,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금지배주주순이익률(%),매출액증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),현금및현금성자산구성비율(%),총자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),현금흐름/총부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),유동비율(%),당좌비율(%),매출채권회전율,재고자산회전율,고정자산회전율,영업현금흐름/투자현금흐름(%),DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,벤포드,분식기업
A009180,한솔로지스틱스,1989,12,2015,Annual,15.0,5.23,0.17,3.83,6.76,100.17,1.53,336.29,-3.74,-62.33,-21.77,-75.33,5372.42,10.97,8.43,5.06,55.18,123.11,2.55,2.79,6.19,5.07,22.42,97.68,15.79,80.1,126.41,126.41,6.64,0.0,6.26,0.08,0.81,1.07,0.55,0.96,0.02,1.02,1.38,0.02,0,0.0
A009180,한솔로지스틱스,1989,12,2016,Annual,0.94,6.38,1.31,57.2,54.94,101.33,11.5,41.11,2.63,8.9,11.15,690.4,-93.54,11.23,6.98,5.07,55.02,122.33,2.85,4.09,7.42,9.11,43.51,13.11,1.77,16.08,129.61,129.61,7.17,0.0,12.19,-1.23,1.13,0.82,0.91,1.03,0.04,1.0,1.0,0.01,0,0.0
A009180,한솔로지스틱스,1989,12,2017,Annual,0.81,6.18,0.65,26.03,43.9,100.65,8.51,32.48,-7.65,7.2,-14.14,-54.49,-21.0,10.28,11.83,5.53,48.63,94.66,3.0,3.74,7.21,7.79,40.18,12.5,1.73,13.5,142.11,142.11,6.35,0.0,11.23,-1.29,1.02,1.03,1.11,0.92,0.03,1.09,0.88,0.01,0,0.0
A009180,한솔로지스틱스,1989,12,2018,Annual,0.33,6.51,0.9,33.68,19.9,100.91,4.46,12.55,22.21,19.26,10.47,69.58,-49.35,8.23,12.72,5.61,55.6,125.24,8.76,3.97,7.54,8.39,37.46,9.35,1.24,10.41,158.5,158.5,6.92,0.0,13.2,-0.01,1.07,0.95,0.79,1.22,0.04,1.01,1.14,0.03,0,0.0
A009180,한솔로지스틱스,1989,12,2019,Annual,1.28,8.2,2.07,66.38,59.21,102.11,16.43,41.2,6.12,-16.4,4.64,143.89,306.31,6.54,8.93,6.13,71.78,254.38,9.25,3.14,4.84,8.92,32.13,26.3,5.43,48.4,109.29,109.29,6.45,0.0,9.03,-5.05,0.95,0.79,1.8,1.06,0.08,1.09,1.29,-0.12,1,0.0
A009180,한솔로지스틱스,1989,12,2020,Annual,1.7,8.31,2.57,91.18,82.95,102.63,23.39,60.59,10.61,16.14,10.57,37.37,47.05,6.16,8.65,5.74,72.11,258.59,9.3,2.81,3.9,10.02,35.54,20.83,5.34,53.47,108.0,108.0,6.36,0.0,7.14,-5.56,1.12,0.99,0.95,1.11,0.22,0.94,1.0,-0.13,0,0.0
A009180,한솔로지스틱스,1989,12,2021,Annual,3.14,8.59,4.06,211.32,233.67,104.23,50.3,163.79,46.59,43.8,58.62,131.75,170.38,7.18,7.98,4.53,70.52,239.27,7.25,3.23,4.54,11.21,52.09,26.53,5.85,65.58,107.1,107.1,6.93,0.0,9.14,-1.29,0.97,0.97,0.8,1.47,0.19,0.79,0.98,0.06,0,0.0
A009180,한솔로지스틱스,1989,12,2022,Annual,2.39,7.75,3.58,253.47,212.33,103.71,33.63,168.98,35.92,30.43,-22.88,19.95,3.19,5.38,7.97,4.17,62.66,167.79,11.21,3.75,5.64,11.21,70.8,25.25,4.48,50.2,113.62,113.61,8.09,139006.35,11.0,19.77,0.72,1.11,1.15,1.36,0.14,0.92,0.89,0.03,1,0.0
A213500,한솔제지,2015,12,2016,Annual,2.78,22.37,7.98,133.19,63.7,108.67,14.62,46.5,1.25,27.09,-4.04,62.73,92.88,66.12,3.76,14.39,68.37,216.14,0.64,1.07,1.49,3.83,16.69,10.72,7.22,27.65,62.85,33.81,8.09,7.76,1.51,-3.14,1.07,0.89,0.93,1.01,0.01,0.96,0.9,-0.02,0,0.0
A213500,한솔제지,2015,12,2017,Annual,2.62,17.24,3.98,57.97,53.35,104.14,11.82,38.26,4.63,21.79,22.26,-47.86,-1.48,65.61,2.48,13.26,68.73,219.81,0.74,1.02,1.48,3.23,14.58,11.73,7.92,25.58,60.77,31.92,7.37,7.05,1.47,-3.6,1.16,1.3,0.72,1.05,0.01,0.92,1.01,-0.02,1,0.0
A213500,한솔제지,2015,12,2018,Annual,2.07,17.96,6.1,101.38,49.93,106.5,10.5,34.3,23.43,7.92,1.9,89.49,-2.74,64.93,1.06,11.86,67.23,205.14,0.41,1.12,1.65,3.49,16.61,10.7,6.5,22.71,75.89,35.47,8.03,6.79,1.66,-2.02,0.87,0.96,0.44,1.23,0.01,0.89,0.98,-0.0,0,0.0
A213500,한솔제지,2015,12,2019,Annual,2.38,18.01,5.71,80.63,62.02,106.06,12.31,33.63,-15.05,4.18,-6.95,-20.47,-1.95,62.14,0.54,12.3,64.89,184.81,1.53,0.95,1.44,2.8,14.11,11.28,7.85,21.97,81.62,40.08,6.86,5.4,1.43,-4.23,1.09,1.0,3.16,0.85,0.01,1.04,0.97,-0.06,0,0.0
A213500,한솔제지,2015,12,2020,Annual,3.93,19.91,6.26,79.45,60.66,106.68,11.58,49.8,-10.08,3.72,-3.94,-1.46,48.08,59.78,2.39,13.65,63.52,174.14,1.76,0.87,1.35,2.42,12.69,13.55,10.04,24.31,91.71,44.42,7.06,5.1,1.3,-1.43,0.91,0.9,1.87,0.9,0.01,1.11,0.98,-0.02,1,0.0
A213500,한솔제지,2015,12,2021,Annual,0.75,19.69,3.31,51.03,24.15,103.42,4.37,11.49,21.48,7.0,4.23,-35.78,-76.93,57.45,1.56,16.38,64.02,177.9,1.38,1.01,1.59,2.79,15.41,8.96,5.65,15.78,91.24,46.81,8.36,5.96,1.53,-1.55,1.05,1.01,0.97,1.21,0.01,1.2,1.01,-0.02,0,0.0
A213500,한솔제지,2015,12,2022,Annual,3.0,23.29,5.3,109.42,80.52,105.59,13.48,62.03,34.01,9.3,-2.5,114.44,439.8,47.84,1.99,17.99,66.4,197.63,3.37,1.2,1.84,3.46,20.65,11.92,6.49,22.44,93.11,50.66,8.31,6.28,2.03,0.7,1.05,0.85,0.89,1.34,0.01,1.1,1.04,0.09,0,0.0
A014680,한솔케미칼,1989,12,2012,Annual,11.32,17.25,8.4,47.41,74.36,109.17,25.16,63.9,7.35,19.27,28.58,10.65,93.4,53.67,4.41,8.85,49.37,97.52,3.42,0.94,1.84,1.91,5.65,26.81,14.58,27.84,131.62,102.32,4.69,14.39,1.33,-0.89,0.77,0.91,0.83,1.07,0.01,1.17,0.94,-0.01,0,0.0
A014680,한솔케미칼,1989,12,2013,Annual,6.4,18.83,8.75,49.13,44.92,109.59,13.35,35.94,-0.57,9.3,36.43,3.63,-43.76,61.37,4.5,10.08,53.63,115.64,1.8,0.81,1.56,1.67,5.61,16.52,10.6,17.68,80.84,55.15,5.73,12.42,1.06,-0.54,0.81,0.92,0.95,0.99,0.0,1.14,1.09,-0.05,0,0.0
A014680,한솔케미칼,1989,12,2014,Annual,6.37,20.05,8.39,49.92,44.09,109.16,12.1,37.93,6.01,7.44,10.45,1.6,5.56,61.15,3.99,11.66,55.05,122.45,2.23,0.74,1.37,1.63,5.95,16.64,12.15,19.83,109.91,78.58,6.16,11.22,0.96,-0.71,1.14,0.94,0.9,1.06,0.0,1.16,1.03,-0.01,0,0.0
A014680,한솔케미칼,1989,12,2015,Annual,9.32,24.97,13.31,86.77,75.49,115.36,18.54,60.46,9.49,15.72,14.04,73.82,60.09,63.49,3.41,11.65,52.64,111.14,1.63,0.74,1.37,1.6,6.52,21.1,15.35,24.56,97.71,72.05,6.13,12.23,0.95,-0.77,0.92,0.8,0.97,1.09,0.0,1.0,0.96,0.0,0,0.0
A014680,한솔케미칼,1989,12,2016,Annual,12.8,30.14,17.84,145.46,137.02,121.72,26.33,98.84,25.1,38.24,20.43,67.64,71.81,56.94,11.14,12.3,51.25,105.12,3.81,0.75,1.45,1.57,8.15,26.15,17.97,28.15,71.17,49.95,6.87,12.13,0.97,-0.66,0.97,0.83,1.35,1.25,0.0,1.06,0.97,-0.02,0,0.0
A014680,한솔케미칼,1989,12,2017,Annual,11.13,27.28,15.18,140.15,132.28,117.89,20.41,96.07,13.29,14.58,0.23,-3.65,-1.44,55.21,10.33,12.1,45.96,85.06,6.88,0.73,1.51,1.43,9.24,25.18,16.68,23.77,96.14,72.65,6.95,11.41,0.96,-2.66,0.92,1.1,0.95,1.13,0.0,0.98,0.9,-0.01,0,0.0
A014680,한솔케미칼,1989,12,2018,Annual,11.64,27.14,16.08,165.71,163.75,119.16,22.07,124.76,11.58,14.42,24.16,18.24,16.68,62.62,8.92,11.06,43.51,77.03,1.81,0.77,1.72,1.39,10.3,30.69,17.85,24.79,94.84,61.57,7.98,11.69,0.99,-0.83,0.81,1.01,0.9,1.12,0.01,0.91,0.95,-0.01,0,0.0
A014680,한솔케미칼,1989,12,2019,Annual,16.72,30.15,20.42,196.82,207.75,125.66,24.25,153.1,-6.47,16.39,-0.37,18.77,34.35,52.6,7.26,9.73,44.57,80.42,6.08,0.63,1.43,1.12,9.64,32.44,22.74,25.58,157.84,126.21,7.76,9.35,0.86,-0.73,1.09,0.9,0.84,0.94,0.0,0.88,1.02,0.01,0,0.0
A014680,한솔케미칼,1989,12,2020,Annual,21.01,34.54,24.53,269.02,284.74,132.51,28.14,217.29,13.77,19.54,9.89,36.69,42.9,54.33,6.72,10.0,37.72,60.57,9.82,0.64,1.56,1.08,10.97,40.43,25.97,28.15,179.3,144.09,9.36,10.16,0.94,-3.21,0.76,0.87,1.01,1.14,0.01,1.03,0.85,-0.01,1,0.0
A014680,한솔케미칼,1989,12,2021,Annual,20.64,34.86,25.72,349.41,368.89,134.62,30.03,262.19,24.13,23.4,15.16,30.11,21.98,52.22,5.56,9.14,35.86,55.91,5.52,0.7,1.91,1.11,13.59,47.39,24.85,27.48,205.95,155.75,9.95,9.57,1.04,-0.79,1.22,0.99,0.9,1.24,0.0,0.91,0.95,0.05,0,0.0
A014680,한솔케미칼,1989,12,2022,Annual,18.86,30.0,21.0,328.16,342.72,126.59,23.97,273.71,15.19,11.02,10.63,-5.92,5.24,55.18,5.26,9.0,31.98,47.02,7.9,0.72,2.13,1.09,15.62,49.23,23.08,25.22,251.27,169.66,9.54,7.85,1.07,-5.76,0.86,1.16,1.04,1.15,0.0,0.98,0.89,0.01,0,0.0
A004710,한솔테크닉스,1988,12,2013,Annual,-4.92,8.89,-1.73,-12.75,-35.11,98.3,-15.41,-36.35,-8.56,16.67,-5.0,-76.58,-71.59,54.77,7.88,10.62,59.67,147.93,0.07,1.21,1.94,3.23,7.36,-0.74,-0.38,-1.22,95.0,64.59,11.83,15.77,1.59,0.87,1.44,0.3,0.93,0.91,0.0,1.13,0.91,0.01,0,0.0
A004710,한솔테크닉스,1988,12,2014,Annual,-2.7,10.0,1.51,9.24,-14.68,101.54,-7.35,-16.49,11.13,18.33,-5.11,-197.19,-39.06,53.74,6.33,8.49,50.65,102.63,0.18,1.37,2.48,3.05,6.1,3.98,1.61,4.91,98.03,68.79,10.18,16.06,1.89,-0.88,1.14,0.89,0.91,1.11,0.0,0.8,0.85,-0.01,0,0.0
A004710,한솔테크닉스,1988,12,2015,Annual,4.38,10.89,2.52,15.26,28.2,102.59,13.23,25.88,14.89,28.22,30.79,91.49,-286.59,53.04,15.48,8.36,52.25,109.42,4.48,1.37,2.66,2.84,6.05,23.03,8.64,24.52,104.5,75.52,9.55,17.01,1.91,-228.26,1.04,0.92,1.12,1.15,0.0,0.99,1.03,-0.05,0,0.0
A004710,한솔테크닉스,1988,12,2016,Annual,-5.72,10.05,2.88,21.02,-37.18,102.96,-17.36,-43.08,23.81,-16.72,-19.38,41.11,-261.76,45.24,13.5,7.18,57.92,137.66,7.26,1.53,2.79,3.41,7.31,-6.11,-2.19,-7.47,76.38,58.43,8.91,18.46,2.28,-3.43,1.16,1.08,0.85,1.24,0.0,0.86,1.11,-0.01,0,0.0
A004710,한솔테크닉스,1988,12,2017,Annual,2.0,10.78,3.26,27.55,19.31,103.37,9.96,16.92,15.8,-0.87,-0.51,31.05,-140.42,45.72,11.93,7.52,57.63,136.0,4.24,1.84,3.19,4.36,8.46,15.22,4.77,20.82,94.28,69.56,8.53,19.08,3.01,-1.48,0.9,0.93,0.91,1.16,0.0,1.05,0.99,-0.02,0,0.0
A004710,한솔테크닉스,1988,12,2018,Annual,-2.37,10.77,1.85,14.07,-12.56,101.88,-6.69,-18.08,-9.98,-5.39,3.51,-48.91,-206.62,46.45,9.43,8.92,60.65,154.15,4.23,1.66,2.8,4.06,7.62,2.4,0.86,3.47,86.75,57.5,7.77,13.5,2.79,-0.48,1.04,1.0,0.77,0.9,0.0,1.19,1.05,-0.01,0,0.0
A004710,한솔테크닉스,1988,12,2019,Annual,0.66,12.03,2.62,18.79,8.37,102.69,4.9,4.77,15.48,29.72,-2.65,63.67,-132.35,46.84,8.66,9.41,47.14,89.17,15.72,1.93,3.57,4.19,7.17,12.52,3.51,14.71,106.37,86.9,10.22,17.44,3.35,-7.27,0.71,0.9,0.92,1.15,0.0,1.05,0.78,-0.14,0,0.0
A004710,한솔테크닉스,1988,12,2020,Annual,2.19,12.64,2.72,20.22,15.79,102.79,9.38,16.33,22.9,6.59,-1.82,27.46,306.37,38.51,6.34,9.92,52.81,111.89,19.13,2.2,4.38,4.42,7.44,20.31,4.64,20.5,132.81,104.24,12.01,22.63,4.23,-1.15,1.07,0.95,0.84,1.23,0.03,1.05,1.12,-0.02,0,0.0
A004710,한솔테크닉스,1988,12,2021,Annual,-0.63,6.94,-0.29,-2.65,-4.09,99.72,-2.36,-5.81,24.75,-0.3,9.71,-113.11,-135.69,31.69,4.59,7.23,64.72,183.41,11.02,2.16,3.62,5.35,9.28,5.1,1.41,7.52,140.43,94.5,10.26,13.55,4.96,0.59,1.26,1.82,1.01,1.25,0.03,0.73,1.23,0.07,0,0.0
A004710,한솔테크닉스,1988,12,2022,Annual,2.4,13.09,4.11,34.81,31.62,104.28,14.14,9.17,-8.71,58.13,36.84,-1413.08,-449.11,31.9,14.57,8.98,58.95,143.6,8.6,1.46,2.38,3.79,8.48,10.72,4.5,17.06,119.94,78.66,8.02,8.29,3.08,-0.53,1.0,0.53,2.29,0.91,0.03,1.24,0.91,-0.01,0,0.0
A004150,한솔홀딩스,1972,12,2013,Annual,1.12,13.41,4.36,14.84,-7.6,104.56,-2.07,4.19,-60.06,2.54,17.32,-72.2,-63.71,70.15,1.08,9.05,72.58,264.71,1.5,0.27,0.38,0.93,3.4,4.89,12.85,11.9,76.43,45.09,2.4,3.15,0.35,-0.99,2.98,1.3,0.8,0.4,0.0,0.81,1.05,-0.02,0,1.0
A004150,한솔홀딩스,1972,12,2014,Annual,-6.68,15.19,6.52,23.35,-24.52,106.98,-8.5,-17.47,5.1,-45.03,-45.18,57.33,-729.72,38.24,0.53,8.66,85.01,567.3,1.16,0.26,0.33,1.24,3.58,2.56,7.67,9.52,80.27,77.37,3.14,4.45,0.44,-0.4,0.46,0.88,0.84,1.05,0.0,0.96,1.17,-0.0,0,0.0
A004150,한솔홀딩스,1972,12,2015,Annual,-1.92,17.31,7.85,21.16,-4.07,108.52,-1.65,-5.77,-29.03,27.41,5.82,-14.59,-79.59,61.04,2.56,9.46,71.2,247.2,2.96,0.22,0.28,1.09,2.7,1.66,5.9,6.44,48.75,41.38,2.89,8.67,0.39,-81.15,1.95,0.88,3.28,0.71,0.0,1.09,0.84,-0.03,0,0.0
A004150,한솔홀딩스,1972,12,2016,Annual,-0.9,14.99,5.19,18.87,7.47,105.47,2.67,-1.57,39.42,8.75,-23.74,-7.86,-34.74,45.79,1.33,9.81,69.19,224.53,2.66,0.39,0.55,1.3,3.64,3.0,5.42,7.05,70.49,68.41,4.11,17.53,0.55,-0.26,0.49,1.15,1.1,1.39,0.0,1.04,0.97,0.01,0,0.0
A004150,한솔홀딩스,1972,12,2017,Annual,-12.63,11.72,3.73,11.05,-27.21,103.87,-11.05,-23.69,-11.08,-15.41,-7.14,-36.08,1147.75,52.37,1.43,7.99,67.9,211.48,3.27,0.38,0.55,1.2,2.96,-2.23,-4.04,-4.87,54.96,51.54,4.06,30.22,0.54,-1.83,1.35,1.28,1.31,0.89,0.0,0.81,0.98,-0.02,0,0.0
A004150,한솔홀딩스,1972,12,2018,Annual,-6.89,13.1,4.21,10.94,2.89,104.4,1.4,-16.82,-12.35,-17.42,-10.24,-1.05,-52.16,56.85,0.73,8.89,67.94,211.91,4.77,0.4,0.6,1.26,2.6,-1.87,-3.13,-3.95,45.5,43.06,4.05,31.96,0.52,-0.07,0.7,0.89,1.02,0.88,0.0,1.11,1.0,0.02,0,0.0
A004150,한솔홀딩스,1972,12,2019,Annual,7.59,13.09,4.27,6.33,8.47,104.46,4.46,10.81,-42.47,5.6,-91.04,-41.62,-163.37,10.3,1.77,8.82,31.55,46.1,5.17,0.34,0.62,0.78,1.48,7.39,12.01,9.36,117.94,112.25,3.36,29.19,0.45,-1.37,1.44,1.0,2.39,0.58,0.0,0.99,0.46,-0.03,0,0.0
A004150,한솔홀딩스,1972,12,2020,Annual,20.21,11.74,3.47,8.96,30.83,103.59,8.72,51.24,3.81,15.42,-4.35,-15.83,176.36,10.47,1.15,8.27,16.05,19.12,7.22,0.56,2.31,0.73,2.59,52.95,22.9,16.75,180.23,172.31,4.37,41.1,0.78,5.79,0.73,1.12,1.08,1.04,0.02,0.94,0.51,0.01,0,0.0
A004150,한솔홀딩스,1972,12,2021,Annual,5.71,12.52,4.44,43.75,69.74,104.65,5.45,51.4,15.07,4.33,5.02,47.54,-67.5,10.55,2.48,8.08,15.98,19.01,6.12,0.65,4.03,0.77,9.85,29.2,7.24,5.57,187.03,173.04,5.43,41.98,0.87,-11.93,0.99,0.94,1.02,1.15,0.03,0.98,1.0,0.01,1,0.0
A004150,한솔홀딩스,1972,12,2022,Annual,10.48,12.83,4.09,45.46,137.24,104.26,10.06,114.39,12.95,8.75,-5.78,3.92,107.35,8.98,2.42,8.75,17.42,21.09,12.45,0.68,4.06,0.81,11.12,49.95,12.32,10.04,181.6,165.43,5.7,30.86,0.92,2.4,0.9,0.98,0.99,1.13,0.03,1.08,1.09,-0.03,0,0.0
A025750,한솔홈데코,2003,12,2012,Annual,0.86,13.51,2.43,7.33,1.54,102.5,0.92,2.6,9.68,11.14,7.19,30.04,-82.95,59.19,0.34,11.07,58.2,139.22,1.58,0.72,1.19,1.79,3.01,5.59,4.68,8.36,155.69,94.21,6.51,6.15,1.04,-0.47,0.92,0.92,1.17,1.1,0.0,1.07,0.94,-0.02,0,0.0
A025750,한솔홈데코,2003,12,2013,Annual,2.4,12.52,3.22,10.69,7.74,103.33,4.62,7.97,23.65,11.45,1.86,63.53,243.3,57.37,1.11,9.3,55.67,125.56,1.72,0.86,1.5,1.98,3.32,8.78,5.84,11.6,122.31,71.02,6.88,7.22,1.21,-1.42,1.07,1.08,1.17,1.24,0.0,0.84,0.96,0.0,0,0.0
A025750,한솔홈데코,2003,12,2014,Annual,0.02,12.22,1.89,5.87,0.84,101.93,0.5,0.07,0.56,5.01,4.12,-40.85,-99.09,57.94,1.09,10.32,54.85,121.49,0.91,0.83,1.5,1.85,3.1,5.5,3.68,6.79,100.72,50.17,6.5,6.29,1.16,-0.27,0.86,1.02,1.03,1.01,0.0,1.11,0.99,0.0,1,0.0
A025750,한솔홈데코,2003,12,2015,Annual,0.62,14.19,3.86,11.78,3.92,104.01,2.34,1.89,2.65,2.57,-2.72,109.01,2827.55,55.95,1.07,10.34,54.03,117.51,2.78,0.83,1.53,1.83,3.06,6.72,4.4,8.03,91.53,49.46,7.27,5.87,1.18,-1.21,0.96,0.86,0.92,1.03,0.0,1.0,0.98,-0.01,0,0.0
A025750,한솔홈데코,2003,12,2016,Annual,3.18,17.47,5.56,16.38,13.52,105.89,7.81,9.37,-2.54,6.61,-1.64,40.58,401.73,55.4,1.01,11.91,50.66,102.68,1.2,0.81,1.55,1.7,2.95,10.97,7.08,12.05,89.9,52.58,6.48,5.99,1.17,-1.45,1.24,0.81,1.07,0.97,0.0,1.15,0.94,-0.01,0,0.0
A025750,한솔홈데코,2003,12,2017,Annual,1.32,16.7,3.74,11.59,6.75,103.89,3.76,4.09,8.06,6.5,4.02,-27.32,-55.08,54.7,1.02,12.96,50.12,100.49,2.86,0.86,1.7,1.73,3.1,8.58,5.05,8.71,97.76,58.36,6.21,6.9,1.23,-0.87,0.98,1.05,1.11,1.08,0.0,1.09,0.99,-0.02,0,0.0
A025750,한솔홈데코,2003,12,2018,Annual,3.93,14.03,3.09,10.96,18.83,103.19,10.06,13.92,16.73,6.33,-4.56,-3.53,246.79,51.65,1.61,10.94,47.53,90.59,0.45,0.97,1.98,1.89,3.54,14.47,7.29,13.8,124.07,71.19,7.01,8.17,1.36,-2.21,0.86,1.19,1.36,1.17,0.0,0.84,0.95,-0.04,0,0.0
A025750,한솔홈데코,2003,12,2019,Annual,-1.73,11.54,-0.63,-1.99,-5.59,99.37,-2.97,-5.44,-11.11,-4.63,-9.99,-118.14,-139.08,48.42,0.95,12.17,47.87,91.84,0.26,0.87,1.83,1.67,3.15,3.68,2.01,3.36,82.41,46.86,6.6,7.71,1.19,-0.77,0.99,1.22,1.24,0.89,0.0,1.11,1.01,-0.01,0,0.0
A025750,한솔홈데코,2003,12,2020,Annual,0.23,14.13,1.08,3.27,0.78,101.09,0.42,0.7,-4.04,0.24,-1.39,-264.45,-112.87,47.87,1.24,13.05,47.61,90.88,3.28,0.86,1.8,1.64,3.02,5.94,3.31,5.43,103.43,62.67,6.93,7.97,1.16,-3.92,0.99,0.82,0.98,0.96,0.01,1.07,0.99,-0.04,0,0.0
A025750,한솔홈데코,2003,12,2021,Annual,2.07,17.54,3.27,10.29,9.44,103.38,5.03,6.52,3.96,3.43,-0.95,214.66,830.9,44.45,0.96,14.27,49.2,96.85,1.66,0.86,1.78,1.67,3.14,9.36,5.25,8.79,96.5,44.15,7.37,6.25,1.22,-0.04,0.97,0.81,0.96,1.04,0.01,1.09,1.03,0.03,0,0.0
A025750,한솔홈데코,2003,12,2022,Annual,-1.72,17.17,0.96,3.24,-7.35,100.97,-3.93,-5.81,7.66,-4.02,3.27,-68.5,-189.15,45.21,1.45,16.21,51.98,108.25,2.52,0.89,1.77,1.81,3.38,3.25,1.84,3.33,91.23,53.74,7.09,5.8,1.33,-0.23,1.15,1.02,0.86,1.08,0.01,1.14,1.06,-0.0,0,0.0
A004960,한신공영,1976,12,2012,Annual,0.59,10.2,3.83,71.57,19.8,103.98,3.0,11.23,9.34,3.38,-3.47,27.57,186.78,0.5,0.22,6.37,77.9,352.39,17.32,0.66,0.87,2.84,18.69,0.7,0.81,2.31,127.06,108.0,5.7,7.85,3.05,-1.77,1.17,0.9,0.9,1.09,0.06,1.08,1.04,-0.03,0,1.0
A004960,한신공영,1976,12,2013,Annual,0.18,8.51,4.06,115.55,11.96,104.23,1.89,4.34,52.22,-11.11,44.36,61.44,-52.52,0.71,0.21,4.45,80.92,424.0,7.83,0.92,1.16,4.49,28.45,0.41,0.35,1.58,113.42,97.61,5.32,8.17,4.24,-4.03,1.25,1.2,1.1,1.52,0.07,0.7,1.04,-0.02,0,1.0
A004960,한신공영,1976,12,2014,Annual,-9.8,0.65,-6.64,-146.07,-277.96,93.78,-56.72,-211.78,-22.64,-35.5,-3.3,-226.41,-4246.01,0.78,0.16,7.28,85.89,608.88,7.89,0.75,0.9,4.49,22.01,-8.63,-9.54,-42.85,94.87,78.51,4.56,6.69,2.81,50.4,0.49,13.19,1.38,0.77,0.05,1.64,1.06,-0.1,0,0.0
A004960,한신공영,1976,12,2015,Annual,1.63,8.04,3.01,82.44,64.26,103.1,15.02,41.52,24.5,22.59,595.73,-156.44,-120.75,4.81,0.12,5.03,84.73,555.05,9.82,0.94,1.11,6.41,27.4,1.74,1.58,10.1,93.67,72.18,8.74,6.92,2.9,75.08,1.11,0.08,0.94,1.25,0.06,0.69,0.99,-0.15,0,0.0
A004960,한신공영,1976,12,2016,Annual,1.5,7.4,3.93,138.81,89.15,104.09,17.85,52.81,30.49,14.83,17.06,70.58,20.29,5.54,0.15,3.47,82.74,479.38,12.75,1.15,1.37,7.07,35.3,2.11,1.54,10.85,85.46,73.54,11.18,9.7,3.17,-1.73,0.58,1.09,1.15,1.3,0.01,0.69,0.98,-0.0,1,0.0
A004960,한신공영,1976,12,2017,Annual,3.65,11.26,6.72,253.11,185.5,107.2,31.55,136.61,11.97,31.02,-4.36,91.31,171.69,4.32,0.16,4.55,81.56,442.41,12.04,1.15,1.4,6.41,37.67,5.13,3.67,23.49,125.57,86.62,10.09,7.4,3.29,-57.38,1.67,0.66,0.83,1.12,0.0,1.31,0.99,0.18,0,0.0
A004960,한신공영,1976,12,2018,Annual,7.56,12.89,10.01,381.72,404.21,111.13,56.97,288.57,7.96,26.97,2.25,60.87,123.59,4.73,0.21,2.88,74.92,298.72,8.78,1.16,1.48,5.37,38.13,11.29,7.61,40.88,124.91,85.48,9.15,5.55,3.57,-0.38,0.77,0.87,1.08,1.08,0.0,0.63,0.92,0.11,0,0.0
A004960,한신공영,1976,12,2019,Annual,4.44,11.85,7.67,215.2,146.39,108.31,17.65,124.2,-24.22,15.19,10.61,-41.93,-55.52,5.64,0.22,4.17,68.88,221.33,14.75,0.95,1.31,3.38,28.05,7.13,5.42,18.35,125.27,90.79,8.2,5.23,2.49,-1.07,1.14,1.09,1.31,0.76,0.01,1.45,0.92,0.13,1,0.0
A004960,한신공영,1976,12,2020,Annual,6.77,12.72,7.7,207.26,242.86,108.35,24.77,183.04,-4.09,20.83,2.85,-3.69,46.2,5.52,1.65,5.02,64.2,179.36,21.41,0.92,1.38,2.74,26.9,10.97,7.93,21.75,130.87,110.81,9.08,7.6,2.25,-33.67,0.9,0.93,0.91,0.96,0.01,1.2,0.93,-0.05,0,0.0
A004960,한신공영,1976,12,2021,Annual,3.41,11.45,3.41,77.15,115.8,103.53,10.32,83.71,-15.78,9.17,20.21,-62.78,-57.62,5.43,2.08,8.05,68.03,212.79,18.37,0.68,1.03,2.02,22.66,4.97,4.84,9.77,148.51,93.52,8.15,4.16,1.78,4.09,1.22,1.11,0.97,0.84,0.01,1.6,1.06,0.15,1,0.0
A004960,한신공영,1976,12,2022,Annual,3.27,10.31,3.23,68.15,91.39,103.34,7.53,78.54,-6.83,7.23,12.38,-11.66,-10.46,5.5,1.81,7.08,69.07,223.28,15.8,0.55,0.8,1.74,21.11,3.75,4.7,8.18,158.56,98.36,8.76,2.3,1.54,0.97,0.76,1.11,0.82,0.93,0.01,0.88,1.02,0.03,0,0.0
A011700,한신기계,1987,12,2012,Annual,7.36,17.33,7.7,32.35,38.61,108.34,12.41,30.93,5.74,5.71,-1.29,-12.38,-2.64,18.51,1.46,9.63,30.07,43.0,4.15,0.96,3.28,1.35,4.2,25.41,7.74,10.45,309.37,202.41,3.73,3.53,4.24,-2.39,1.02,1.12,0.94,1.06,0.01,0.95,1.07,0.02,0,0.0
